long,lat,trimestre,titulo,razon_social,tipo_produccion,fecha,calle,altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.453082,-34.591177,3 TRIMESTRE 2019,Horacio Rodriguez Larreta,Tresbien S.R.L.,Cine Publicitario,2019-09-26,RODNEY,400,Chacarita,Comuna 15,1427,C1427BNH
-58.453139,-34.590961,3 TRIMESTRE 2019,Horacio Rodriguez Larreta,Tresbien S.R.L.,Cine Publicitario,2019-09-26,"NEWBERY, JORGE AV.",4300,Chacarita,Comuna 15,1427,C1427EGV
-58.362376,-34.614159,3 TRIMESTRE 2019,STELLA ARTOIS,LADOBLEA S.A.,Cine Publicitario,2019-09-26,MANSO JUANA,1401,Puerto Madero,Comuna 1,1107,C1107CHC
-58.391478,-34.583771,3 TRIMESTRE 2019,MAMA,Fundación del Cine,Estudiantes,2019-09-26,"FIGUEROA ALCORTA, PRES. AV.",2180,Recoleta,Comuna 2,1425,C1425CKN
-58.463784,-34.684909,3 TRIMESTRE 2019,DON CARLOS,Fundación del Cine,Estudiantes,2019-09-26,SOLDADO DE LA FRONTERA AV.,5184,Villa Lugano,Comuna 8,1439,C1439FPF
-58.465001,-34.566977,3 TRIMESTRE 2019,MAMA,Fundación del Cine,Estudiantes,2019-09-26,JURAMENTO,3288,Belgrano,Comuna 13,1428,C1428DPB
-58.467578,-34.544290,3 TRIMESTRE 2019,Mercado Libre Barreras,Landia S.R.L.,Cine Publicitario,2019-09-26,ARCOS,4034,Nu\u00f1ez,Comuna 13,1429,C1429AZZ
-58.477826,-34.562080,3 TRIMESTRE 2019,DEJA VU,Fundación del Cine,Estudiantes,2019-09-26,QUESADA,3840,Coghlan,Comuna 12,1430,C1430AXL
-58.392003,-34.607022,3 TRIMESTRE 2019,VIP pelicula,Productora Audiovisual Chroma Ruta 2 S.R.L.,Largometraje Nacional,2019-09-26,CALLAO AV.,181,San Nicolas,Comuna 1,1022,C1022AAB
-58.378410,-34.605419,3 TRIMESTRE 2019,STELLA ARTOIS,LADOBLEA S.A.,Cine Publicitario,2019-09-26,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",832,San Nicolas,Comuna 1,1035,C1035AAQ
-58.467291,-34.569102,3 TRIMESTRE 2019,MAMA,Fundación del Cine,Estudiantes,2019-09-26,MELIAN AV.,2050,Belgrano,Comuna 13,1430,C1430EXF
-58.444154,-34.549221,3 TRIMESTRE 2019,El mal soltero,Pensa y Rocca Producciones S.R.L.,Largometraje con I.N.C.A.A.,2019-09-27,DRAGONES,2486,Belgrano,Comuna 13,1428,C1428AZN
-58.394452,-34.594637,3 TRIMESTRE 2019,AL TERCER DIA,Furia Films S.R.L.,Largometraje con I.N.C.A.A.,2019-09-27,RIOBAMBA,1201,Recoleta,Comuna 2,1116,C1116ABI
-58.378410,-34.605419,3 TRIMESTRE 2019,STELLA ARTOIS,LADOBLEA S.A.,Cine Publicitario,2019-09-27,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",832,San Nicolas,Comuna 1,1035,C1035AAQ
-58.358617,-34.611625,3 TRIMESTRE 2019,DEJA VU,Fundación del Cine,Estudiantes,2019-09-27,"ACHAVAL RODRIGUEZ, T., DR. AV.",1121,Puerto Madero,Comuna 1,1107,C1107ACA
-58.400572,-34.609098,3 TRIMESTRE 2019,Piecidex Mazzei,Genomma Laboratories Argentina S.A.,Cine Publicitario,2019-09-27,AZCUENAGA,54,Balvanera,Comuna 3,1029,C1029AAB
-58.401284,-34.609786,3 TRIMESTRE 2019,Piecidex Mazzei,Genomma Laboratories Argentina S.A.,Cine Publicitario,2019-09-27,RIVADAVIA AV.,2451,Balvanera,Comuna 3,1034,C1034ACD
-58.369756,-34.589212,3 TRIMESTRE 2019,RENAULT X52,Landia S.R.L.,Cine Publicitario,2019-09-28,"PY, COMODORO AV.",1870,Retiro,Comuna 1,1104,
-58.358576,-34.620320,3 TRIMESTRE 2019,RENAULT X52,Landia S.R.L.,Cine Publicitario,2019-09-28,"RAWSON DE DELLEPIANE, ELVIRA AV.",625,Boca,Comuna 4,1107,C1107DBM
-58.364565,-34.599003,3 TRIMESTRE 2019,RENAULT X52,Landia S.R.L.,Cine Publicitario,2019-09-28,"SANCHEZ DE THOMPSON, MARIQUITA",340,Puerto Madero,Comuna 1,1106,C1106AGA
-58.417884,-34.583734,3 TRIMESTRE 2019,Joan,Werner Cine S.R.L.,Largometraje con I.N.C.A.A.,2019-09-28,SANTA FE AV.,3951,Palermo,Comuna 14,1425,C1425BHB
-58.374334,-34.595486,3 TRIMESTRE 2019,EL AMOR NOS NECESITA,Primo Contents S.R.L.,Cine Publicitario,2019-09-28,SAN MARTIN,1051,Retiro,Comuna 1,1004,C1004AAU
-58.357038,-34.627953,3 TRIMESTRE 2019,EL AMOR NOS NECESITA,Primo Contents S.R.L.,Cine Publicitario,2019-09-28,DON PEDRO DE MENDOZA AV.,501,Boca,Comuna 4,1156,C1156ACF
-58.372140,-34.595086,3 TRIMESTRE 2019,RENAULT X52,Landia S.R.L.,Cine Publicitario,2019-09-28,"DELLA PAOLERA, CARLOS M.",300,Retiro,Comuna 1,1001,C1001ADB
-58.462587,-34.575660,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-29,FOREST AV.,1499,Colegiales,Comuna 13,1427,C1427CEL
-58.466775,-34.584706,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-29,TRONADOR,671,Villa Ortuzar,Comuna 15,1427,C1427CRM
-58.465667,-34.686971,3 TRIMESTRE 2019,DON CARLOS,Fundación del Cine,Estudiantes,2019-09-29,CAFAYATE,5202,Villa Lugano,Comuna 8,1439,C1439FUZ
-58.488708,-34.596421,3 TRIMESTRE 2019,RENAULT X52,Landia S.R.L.,Cine Publicitario,2019-09-29,TINOGASTA,2620,Agronomia,Comuna 15,1417,C1417EHF
-58.353744,-34.631574,3 TRIMESTRE 2019,RENAULT X52,Landia S.R.L.,Cine Publicitario,2019-09-29,DON PEDRO DE MENDOZA AV.,962,Boca,Comuna 4,1156,C1156ACW
-58.433896,-34.596646,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-29,"SCALABRINI ORTIZ, RAUL AV.",764,Villa Crespo,Comuna 15,1414,C1414DNU
-58.416477,-34.613030,3 TRIMESTRE 2019,Giro de Ases,Machaco Films S.R.L.,Largometraje con I.N.C.A.A.,2019-09-30,MAZA,177,Almagro,Comuna 5,1206,C1206ACC
-58.441253,-34.576206,3 TRIMESTRE 2019,Mercado Libre Barreras,Landia S.R.L.,Cine Publicitario,2019-09-30,"DUMONT, SANTOS",2724,Palermo,Comuna 14,1426,C1426DDB
-58.445477,-34.582029,3 TRIMESTRE 2019,RENAULT X52,Landia S.R.L.,Cine Publicitario,2019-09-30,"ARENAL, CONCEPCION",3350,Colegiales,Comuna 13,1426,C1426DGP
-58.362763,-34.610406,3 TRIMESTRE 2019,RENAULT X52,Landia S.R.L.,Cine Publicitario,2019-09-30,MANSO JUANA,1135,Puerto Madero,Comuna 1,1107,C1107CBW
-58.374805,-34.595361,3 TRIMESTRE 2019,Chumel en Buenos Aires,Griyo S.R.L.,Programa Televisivo,2019-09-30,FLORIDA,1051,Retiro,Comuna 1,1005,C1005AAU
-58.375433,-34.599963,3 TRIMESTRE 2019,Chumel en Buenos Aires,Griyo S.R.L.,Programa Televisivo,2019-09-30,FLORIDA,700,San Nicolas,Comuna 1,1005,C1005AAN
-58.423398,-34.638021,3 TRIMESTRE 2019,BIA,Pegsa Group S.A.,Programa Televisivo,2019-09-30,RONDEAU,4266,Boedo,Comuna 5,1262,C1262ACN
-58.462587,-34.575660,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-30,FOREST AV.,1499,Colegiales,Comuna 13,1427,C1427CEL
-58.407093,-34.606029,3 TRIMESTRE 2019,Mercado Libre Barreras,Landia S.R.L.,Cine Publicitario,2019-09-30,BOULOGNE SUR MER,347,Balvanera,Comuna 3,1213,C1213AAC
-58.473619,-34.573365,3 TRIMESTRE 2019,RENAULT X52,Landia S.R.L.,Cine Publicitario,2019-09-30,ECHEVERRIA,4225,Villa Urquiza,Comuna 12,1430,C1430BTS
-58.474334,-34.572416,3 TRIMESTRE 2019,RENAULT X52,Landia S.R.L.,Cine Publicitario,2019-09-30,JURAMENTO,4215,Villa Urquiza,Comuna 12,1430,C1430BSS
-58.382365,-34.602059,3 TRIMESTRE 2019,RENAULT X52,Landia S.R.L.,Cine Publicitario,2019-09-30,CERRITO,540,San Nicolas,Comuna 1,1010,C1010AAL
