long,lat,trimestre,titulo,razon_social,tipo_produccion,fecha,calle,altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.362448,-34.612082,3 TRIMESTRE 2019,AVON SIGNATURE,Drimburo S.A.,Fotografia,2019-08-21,"VILLAFLOR, AZUCENA",401,Puerto Madero,Comuna 1,1107,
-58.448585,-34.637927,3 TRIMESTRE 2019,FRUGOS,Casta Diva Pictures S.A.,Cine Publicitario,2019-08-21,PUMACAHUA,1200,Parque Chacabuco,Comuna 7,1406,C1406DCX
-58.464582,-34.684397,3 TRIMESTRE 2019,McDonald\'s,Agosto BA S.R.L.,Cine Publicitario,2019-08-21,SOLDADO DE LA FRONTERA AV.,5101,Villa Lugano,Comuna 8,1439,C1439FPE
-58.473406,-34.583776,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-22,LLERENA,2437,Parque Chas,Comuna 15,1427,C1427DEA
-58.371812,-34.612543,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-22,BELGRANO AV.,400,Monserrat,Comuna 1,1092,C1092AAQ
-58.456972,-34.610826,3 TRIMESTRE 2019,McDonald\'s,Agosto BA S.R.L.,Cine Publicitario,2019-08-22,"OROÑO, NICASIO",1231,Caballito,Comuna 6,1416,C1416BZC
-58.369580,-34.616542,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-22,SAN LORENZO,201,San Telmo,Comuna 1,1064,C1064AFA
-58.404824,-34.582670,3 TRIMESTRE 2019,FRUGOS,Casta Diva Pictures S.A.,Cine Publicitario,2019-08-22,ORTIZ DE OCAMPO,2600,Palermo,Comuna 14,1425,C1425DSN
-58.372367,-34.612576,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-08-23,BELGRANO AV.,430,Monserrat,Comuna 1,1092,C1092AAR
-58.383943,-34.590363,3 TRIMESTRE 2019,"FAMILIA, Agravado por el vinculo",Magoya Films S.A.,Largometraje con I.N.C.A.A.,2019-08-23,LIBERTAD,1542,Retiro,Comuna 1,1016,C1016ABF
-58.453913,-34.603383,3 TRIMESTRE 2019,EL PERFECTO DAVID,Oh My Gómez S.A.,Largometraje con I.N.C.A.A.,2019-08-23,"REPETTO, NICOLAS, DR.",1728,Villa Crespo,Comuna 15,1416,C1416CLN
-58.447996,-34.636335,3 TRIMESTRE 2019,FRUGOS,Casta Diva Pictures S.A.,Cine Publicitario,2019-08-23,ZUVIRIA,1900,Parque Chacabuco,Comuna 7,1406,C1406HSD
-58.374259,-34.596883,3 TRIMESTRE 2019,Ahoritas,Landia S.R.L.,Cine Publicitario,2019-08-23,SAN MARTIN,941,Retiro,Comuna 1,1004,C1004AAS
-58.429023,-34.586600,3 TRIMESTRE 2019,Ahoritas,Landia S.R.L.,Cine Publicitario,2019-08-23,THAMES,1810,Palermo,Comuna 14,1414,C1414DDL
-58.464582,-34.684397,3 TRIMESTRE 2019,McDonald\'s,Agosto BA S.R.L.,Cine Publicitario,2019-08-23,SOLDADO DE LA FRONTERA AV.,5101,Villa Lugano,Comuna 8,1439,C1439FPE
-58.382374,-34.601918,3 TRIMESTRE 2019,Ahoritas,Landia S.R.L.,Cine Publicitario,2019-08-23,CERRITO,550,San Nicolas,Comuna 1,1010,C1010AAL
-58.381080,-34.602795,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-08-24,"PELLEGRINI, CARLOS",450,San Nicolas,Comuna 1,1009,C1009ABJ
-58.371344,-34.613626,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-08-24,REPUBLICA BOLIVARIANA DE VENEZUELA,350,Monserrat,Comuna 1,1095,C1095AAH
-58.430477,-34.589798,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-08-25,GORRITI,4929,Palermo,Comuna 14,1414,C1414BJO
-58.375457,-34.612784,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-08-25,BELGRANO AV.,650,Monserrat,Comuna 1,1092,C1092AAT
-58.378305,-34.627677,3 TRIMESTRE 2019,Rusia,Pantera & Co SAS,Otros,2019-08-25,"IRIGOYEN, BERNARDO DE",1608,Constitucion,Comuna 1,1138,C1138ABJ
-58.386147,-34.609455,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-08-25,DE MAYO AV.,1396,Monserrat,Comuna 1,1085,C1085ABQ
-58.462461,-34.597093,3 TRIMESTRE 2019,EL PERFECTO DAVID,Oh My Gómez S.A.,Largometraje con I.N.C.A.A.,2019-08-26,"DICKMAN, ADOLFO, DR.",980,Paternal,Comuna 15,1416,C1416EHB
-58.475440,-34.643973,3 TRIMESTRE 2019,El Perro no Calla,Oh My Gómez S.A.,Largometraje con I.N.C.A.A.,2019-08-26,SAN PEDRO,4056,Parque Avellaneda,Comuna 9,1407,C1407HNJ
-58.441732,-34.635920,3 TRIMESTRE 2019,El mal soltero,Pensa y Rocca Producciones S.R.L.,Largometraje con I.N.C.A.A.,2019-08-26,ASAMBLEA AV.,1200,Parque Chacabuco,Comuna 7,1406,C1406HVO
-58.438622,-34.579455,3 TRIMESTRE 2019,BabySec,Fight Films S.A.,Cine Publicitario,2019-08-26,AREVALO,1901,Palermo,Comuna 14,1414,C1414CQM
-58.460182,-34.572873,3 TRIMESTRE 2019,BabySec,Fight Films S.A.,Cine Publicitario,2019-08-26,CONDE,1567,Colegiales,Comuna 13,1426,C1426AZE
-58.418346,-34.571822,3 TRIMESTRE 2019,BIA,Pegsa Group S.A.,Programa Televisivo,2019-08-26,"MONTT, PEDRO, PRES. AV.",3700,Palermo,Comuna 14,,
-58.443021,-34.625271,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-08-26,VALLE,1088,Caballito,Comuna 6,1424,C1424BVV
-58.478586,-34.642312,3 TRIMESTRE 2019,El Perro no Calla,Oh My Gómez S.A.,Largometraje con I.N.C.A.A.,2019-08-26,LACARRA AV.,870,Parque Avellaneda,Comuna 9,1407,C1407JQR
-58.451853,-34.593501,3 TRIMESTRE 2019,El Perro no Calla,Oh My Gómez S.A.,Largometraje con I.N.C.A.A.,2019-08-26,OTERO,132,Chacarita,Comuna 15,1427,C1427BMD
-58.449730,-34.584748,3 TRIMESTRE 2019,El Perro no Calla,Oh My Gómez S.A.,Largometraje con I.N.C.A.A.,2019-08-27,ROSETI,401,Chacarita,Comuna 15,1427,C1427BVI
-58.480132,-34.615070,3 TRIMESTRE 2019,MUNDO ACIDO,EXXIA S.A.,Cine Publicitario,2019-08-27,"DIAZ, CESAR, GRAL.",3000,Villa Santa Rita,Comuna 11,1416,C1416DWF
-58.432361,-34.588815,3 TRIMESTRE 2019,MUNDO ACIDO,EXXIA S.A.,Cine Publicitario,2019-08-27,THAMES,1490,Palermo,Comuna 14,1414,C1414DDD
-58.422829,-34.593414,3 TRIMESTRE 2019,SPRITE,Primo Audiovisual S.R.L.,Cine Publicitario,2019-08-27,GASCON,1460,Palermo,Comuna 14,1181,C1181ADB
-58.430125,-34.588507,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-08-27,"BORGES, JORGE LUIS",1636,Palermo,Comuna 14,1414,C1414DGB
-58.362895,-34.609348,3 TRIMESTRE 2019,MUNDO ACIDO,EXXIA S.A.,Cine Publicitario,2019-08-27,MANSO JUANA,1000,Puerto Madero,Comuna 1,1107,C1107CBT
-58.433160,-34.586565,3 TRIMESTRE 2019,El mal soltero,Pensa y Rocca Producciones S.R.L.,Largometraje con I.N.C.A.A.,2019-08-27,HONDURAS,5329,Palermo,Comuna 14,1414,C1414BMW
-58.375596,-34.603256,3 TRIMESTRE 2019,SPRITE,Primo Audiovisual S.R.L.,Cine Publicitario,2019-08-27,CORRIENTES AV.,625,San Nicolas,Comuna 1,1043,C1043AAG
-58.403238,-34.576465,3 TRIMESTRE 2019,UN MOVIMIENTO EXTRAÑO,Fundación del Cine,Estudiantes,2019-08-28,"CORONADO, MARTIN",3350,Palermo,Comuna 14,1425,C1425CSF
-58.460182,-34.572873,3 TRIMESTRE 2019,BabySec,Fight Films S.A.,Cine Publicitario,2019-08-28,CONDE,1567,Colegiales,Comuna 13,1426,C1426AZE
-58.438622,-34.579455,3 TRIMESTRE 2019,BabySec,Fight Films S.A.,Cine Publicitario,2019-08-28,AREVALO,1901,Palermo,Comuna 14,1414,C1414CQM
-58.439832,-34.582880,3 TRIMESTRE 2019,Los cuerpos ajenos,Escuela Nacional de Experimentación y Realización Cinematográfica,Cortometraje,2019-08-28,GORRITI,5857,Palermo,Comuna 14,1414,C1414BKI
-58.443021,-34.625271,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-08-28,VALLE,1088,Caballito,Comuna 6,1424,C1424BVV
-58.386335,-34.601691,3 TRIMESTRE 2019,"FAMILIA, Agravado por el vinculo",Magoya Films S.A.,Largometraje con I.N.C.A.A.,2019-08-28,TUCUMAN,1360,San Nicolas,Comuna 1,1050,C1050AAB
-58.383259,-34.596797,3 TRIMESTRE 2019,FREACK,Puenzo Hnos. S.A.,Video Clip,2019-08-28,"ALVEAR, MARCELO T. DE",1125,Retiro,Comuna 1,1058,C1058AAQ
-58.421733,-34.568604,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-29,"FREYRE, MARCELINO E., CNEL. AV.",3601,Palermo,Comuna 14,,
-58.473406,-34.583776,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-08-29,LLERENA,2437,Parque Chas,Comuna 15,1427,C1427DEA
-58.375358,-34.601692,3 TRIMESTRE 2019,UN MOVIMIENTO EXTRAÑO,Fundación del Cine,Estudiantes,2019-08-29,FLORIDA,536,San Nicolas,Comuna 1,1005,C1005AAL
-58.375462,-34.597708,3 TRIMESTRE 2019,UN MOVIMIENTO EXTRAÑO,Fundación del Cine,Estudiantes,2019-08-29,FLORIDA,888,Retiro,Comuna 1,1005,C1005AAR
-58.382572,-34.603102,3 TRIMESTRE 2019,FREACK,Puenzo Hnos. S.A.,Video Clip,2019-08-29,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",1101,San Nicolas,Comuna 1,1035,C1035AAG
-58.435466,-34.555834,3 TRIMESTRE 2019,BIA,Pegsa Group S.A.,Programa Televisivo,2019-08-29,"TORNQUIST, ERNESTO AV.",6397,Palermo,Comuna 14,1426,C1426CDA
-58.386147,-34.609455,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-08-29,DE MAYO AV.,1396,Monserrat,Comuna 1,1085,C1085ABQ
-58.373013,-34.618212,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-08-29,BOLIVAR,886,San Telmo,Comuna 1,1066,C1066AAR
-58.439832,-34.582880,3 TRIMESTRE 2019,Los cuerpos ajenos,Escuela Nacional de Experimentación y Realización Cinematográfica,Cortometraje,2019-08-30,GORRITI,5857,Palermo,Comuna 14,1414,C1414BKI
-58.448824,-34.587576,3 TRIMESTRE 2019,REPEMON,Oruga Films S.A.,Cine Publicitario,2019-08-30,GUEVARA,256,Chacarita,Comuna 15,1427,C1427BRF
-58.450653,-34.591616,3 TRIMESTRE 2019,ANDES,Landia S.R.L.,Cine Publicitario,2019-08-30,"ARENAL, CONCEPCION",4220,Chacarita,Comuna 15,1427,C1427EKR
-58.442823,-34.587151,3 TRIMESTRE 2019,ANDES,Landia S.R.L.,Cine Publicitario,2019-08-30,CASTILLO,1545,Chacarita,Comuna 15,1414,C1414AXG
-58.440989,-34.589465,3 TRIMESTRE 2019,ANDES,Landia S.R.L.,Cine Publicitario,2019-08-30,HUMBOLDT,1133,Chacarita,Comuna 15,1414,C1414CTE
-58.443021,-34.625271,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-08-30,VALLE,1088,Caballito,Comuna 6,1424,C1424BVV
-58.386335,-34.601691,3 TRIMESTRE 2019,"FAMILIA, Agravado por el vinculo",Magoya Films S.A.,Largometraje con I.N.C.A.A.,2019-08-30,TUCUMAN,1360,San Nicolas,Comuna 1,1050,C1050AAB
-58.383953,-34.601971,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-08-30,LIBERTAD,502,San Nicolas,Comuna 1,1012,C1012AAL
-58.409490,-34.650763,3 TRIMESTRE 2019,El Perro no Calla,Oh My Gómez S.A.,Largometraje con I.N.C.A.A.,2019-08-30,TRAFUL,3500,Nueva Pompeya,Comuna 4,1437,C1437HMD
-58.409404,-34.651105,3 TRIMESTRE 2019,El Perro no Calla,Oh My Gómez S.A.,Largometraje con I.N.C.A.A.,2019-08-30,"TABORDA, DIOGENES",1030,Nueva Pompeya,Comuna 4,1437,C1437EGD
-58.371326,-34.622774,3 TRIMESTRE 2019,FERMIN,Fundación del Cine,Estudiantes,2019-08-30,DEFENSA,1281,San Telmo,Comuna 1,1143,C1143AAA
-58.374268,-34.597998,3 TRIMESTRE 2019,CAPTURE,Landia S.R.L.,Cine Publicitario,2019-08-30,SAN MARTIN,850,Retiro,Comuna 1,1004,C1004AAR
-58.369935,-34.584558,3 TRIMESTRE 2019,CAPTURE,Landia S.R.L.,Cine Publicitario,2019-08-30,ZANNI PEDRO COMODORO,210,Retiro,Comuna 1,1104,C1104AXF
-58.404694,-34.649194,3 TRIMESTRE 2019,UN MOVIMIENTO EXTRAÑO,Fundación del Cine,Estudiantes,2019-08-31,IGUAZU,991,Nueva Pompeya,Comuna 4,1437,C1437EUA
-58.403448,-34.575072,3 TRIMESTRE 2019,CAPTURE,Landia S.R.L.,Cine Publicitario,2019-08-31,"SALGUERO, JERONIMO",3245,Palermo,Comuna 14,1425,C1425DFD
-58.370766,-34.601912,3 TRIMESTRE 2019,CAPTURE,Landia S.R.L.,Cine Publicitario,2019-08-31,LAVALLE,240,San Nicolas,Comuna 1,1047,C1047AAF
-58.397407,-34.613558,3 TRIMESTRE 2019,Los cuerpos ajenos,Escuela Nacional de Experimentación y Realización Cinematográfica,Cortometraje,2019-09-01,PASCO,320,Balvanera,Comuna 3,1081,C1081AAH
-58.473406,-34.583776,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-02,LLERENA,2437,Parque Chas,Comuna 15,1427,C1427DEA
-58.360255,-34.613724,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-02,LANTERI JULIETA,1401,Puerto Madero,Comuna 1,,
-58.463521,-34.541852,3 TRIMESTRE 2019,El mal soltero,Pensa y Rocca Producciones S.R.L.,Largometraje con I.N.C.A.A.,2019-09-02,"RIVADAVIA MARTIN, COMODORO",1651,Nu\u00f1ez,Comuna 13,1429,C1429DBF
-58.418346,-34.571822,3 TRIMESTRE 2019,BIA,Pegsa Group S.A.,Programa Televisivo,2019-09-02,"MONTT, PEDRO, PRES. AV.",3700,Palermo,Comuna 14,,
-58.412833,-34.570100,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-02,"ROLDAN, BELISARIO AV.",4200,Palermo,Comuna 14,,
-58.462084,-34.573111,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-02,SUPERI,1552,Belgrano,Comuna 13,1426,C1426BAJ
-58.360255,-34.613724,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-03,LANTERI JULIETA,1401,Puerto Madero,Comuna 1,,
-58.437304,-34.578155,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-03,AREVALO,2032,Palermo,Comuna 14,1414,C1414CQP
-58.382882,-34.603156,3 TRIMESTRE 2019,UN MOVIMIENTO EXTRAÑO,Fundación del Cine,Estudiantes,2019-09-03,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",1150,San Nicolas,Comuna 1,1035,C1035AAT
-58.518560,-34.631863,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-09-03,OPORTO,6245,Versalles,Comuna 10,1408,C1408CEC
-58.371534,-34.611306,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-09-03,MORENO,364,Monserrat,Comuna 1,1091,C1091AAH
-58.473406,-34.583776,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-04,LLERENA,2437,Parque Chas,Comuna 15,1427,C1427DEA
-58.361398,-34.612003,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-04,"VILLAFLOR, AZUCENA",501,Puerto Madero,Comuna 1,1107,C1107CIK
-58.405968,-34.643073,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-09-04,IGUAZU,461,Parque Patricios,Comuna 4,1437,C1437ETE
-58.388621,-34.587006,3 TRIMESTRE 2019,"FAMILIA, Agravado por el vinculo",Magoya Films S.A.,Largometraje con I.N.C.A.A.,2019-09-04,AYACUCHO,2074,Recoleta,Comuna 2,1112,C1112AAL
-58.430477,-34.589798,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-09-04,GORRITI,4929,Palermo,Comuna 14,1414,C1414BJO
-58.406501,-34.578722,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-04,DEL LIBERTADOR AV.,2589,Palermo,Comuna 14,1425,C1425AAL
-58.360303,-34.616000,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-04,LANTERI JULIETA,1600,Puerto Madero,Comuna 1,,
-58.394220,-34.595904,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-09-04,SANTA FE AV.,1860,Recoleta,Comuna 2,1123,C1123AAN
-58.385438,-34.607285,3 TRIMESTRE 2019,Práctica de Foto 3°,Escuela Nacional de Experimentación y Realización Cinematográfica,Estudiantes,2019-09-04,"RIVAROLA, RODOLFO, DR.",120,San Nicolas,Comuna 1,1015,C1015AAB
-58.421885,-34.600532,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-05,GUARDIA VIEJA,4085,Almagro,Comuna 5,1192,C1192AAO
-58.360869,-34.613397,3 TRIMESTRE 2019,Tu parte del Trato,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-05,SALOTTI MARTHA,540,Puerto Madero,Comuna 1,1107,C1107BOA
-58.405968,-34.643073,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-09-05,IGUAZU,461,Parque Patricios,Comuna 4,1437,C1437ETE
-58.466775,-34.584706,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-05,TRONADOR,671,Villa Ortuzar,Comuna 15,1427,C1427CRM
-58.473953,-34.583910,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-05,TORRENT,1223,Parque Chas,Comuna 15,1427,C1427AVC
-58.430751,-34.591661,3 TRIMESTRE 2019,"FAMILIA, Agravado por el vinculo",Magoya Films S.A.,Largometraje con I.N.C.A.A.,2019-09-05,ARMENIA,1366,Palermo,Comuna 14,1414,C1414DKD
-58.413046,-34.605062,3 TRIMESTRE 2019,GARNIER,Compañía Argentina De Películas S.R.L.,Cine Publicitario,2019-09-05,"GOMEZ, VALENTIN",3381,Balvanera,Comuna 3,1191,C1191AAK
-58.362448,-34.612082,3 TRIMESTRE 2019,ANIME,Catalina Dandreiz,Fotografia,2019-09-05,"VILLAFLOR, AZUCENA",401,Puerto Madero,Comuna 1,1107,
-58.412833,-34.570100,3 TRIMESTRE 2019,NATGEO,Tip Top Films S.R.L.,Cine Publicitario,2019-09-05,"ROLDAN, BELISARIO AV.",4200,Palermo,Comuna 14,,
-58.435884,-34.591823,3 TRIMESTRE 2019,MOVISTAR PLAY,LADOBLEA S.A.,Cine Publicitario,2019-09-05,JUFRE,825,Villa Crespo,Comuna 15,1414,C1414AYQ
-58.443113,-34.562147,3 TRIMESTRE 2019,MOVISTAR PLAY,LADOBLEA S.A.,Cine Publicitario,2019-09-05,DEL LIBERTADOR AV.,5414,Belgrano,Comuna 13,1426,C1426BXP
-58.413936,-34.566550,3 TRIMESTRE 2019,ANIME,Catalina Dandreiz,Fotografia,2019-09-05,"ROLDAN, BELISARIO AV.",4601,Palermo,Comuna 14,,
-58.462084,-34.573111,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-05,SUPERI,1552,Belgrano,Comuna 13,1426,C1426BAJ
-58.483160,-34.588758,3 TRIMESTRE 2019,El Perro no Calla,Oh My Gómez S.A.,Largometraje con I.N.C.A.A.,2019-09-05,MOSCU,5421,Parque Chas,Comuna 15,1427,C1427DKI
-58.477697,-34.582457,3 TRIMESTRE 2019,El Perro no Calla,Oh My Gómez S.A.,Largometraje con I.N.C.A.A.,2019-09-05,MARSELLA,2534,Parque Chas,Comuna 15,1431,C1431DGD
-58.355827,-34.629067,3 TRIMESTRE 2019,CAPTURE,Landia S.R.L.,Cine Publicitario,2019-09-05,DON PEDRO DE MENDOZA AV.,645,Boca,Comuna 4,1156,C1156ACG
-58.394685,-34.629962,3 TRIMESTRE 2019,CAPTURE,Landia S.R.L.,Cine Publicitario,2019-09-05,BRASIL,2125,Parque Patricios,Comuna 4,1260,C1260AAD
-58.395557,-34.583528,3 TRIMESTRE 2019,CAPTURE,Landia S.R.L.,Cine Publicitario,2019-09-05,DEL LIBERTADOR AV.,1580,Recoleta,Comuna 2,1425,C1425AAO
-58.456003,-34.610286,3 TRIMESTRE 2019,Alma,Escuela Nacional de Experimentación y Realización Cinematográfica,Estudiantes,2019-09-05,FRAGATA PRES. SARMIENTO,1244,Caballito,Comuna 6,1416,C1416CBD
-58.420226,-34.569974,3 TRIMESTRE 2019,NATGEO,Tip Top Films S.R.L.,Cine Publicitario,2019-09-05,"ISABEL, INFANTA AV.",1000,Palermo,Comuna 14,1425,C1425CHA
-58.373037,-34.618942,3 TRIMESTRE 2019,MOVISTAR PLAY,LADOBLEA S.A.,Cine Publicitario,2019-09-05,BOLIVAR,945,San Telmo,Comuna 1,1066,C1066AAS
-58.384286,-34.614435,3 TRIMESTRE 2019,MOVISTAR PLAY,LADOBLEA S.A.,Cine Publicitario,2019-09-05,REPUBLICA BOLIVARIANA DE VENEZUELA,1285,Monserrat,Comuna 1,1095,C1095AAY
-58.382572,-34.603102,3 TRIMESTRE 2019,NATGEO,Tip Top Films S.R.L.,Cine Publicitario,2019-09-05,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",1135,San Nicolas,Comuna 1,1035,C1035AAG
-58.431237,-34.590051,3 TRIMESTRE 2019,PASAJES,Fundación del Cine,Estudiantes,2019-09-05,"CABRER, CNEL.",4950,Palermo,Comuna 14,1414,C1414BIB
-58.370622,-34.618475,3 TRIMESTRE 2019,MOVISTAR PLAY,LADOBLEA S.A.,Cine Publicitario,2019-09-05,ESTADOS UNIDOS,340,San Telmo,Comuna 1,1101,C1101AAH
-58.454323,-34.612460,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-06,FRAGATA PRES. SARMIENTO,1023,Caballito,Comuna 6,1405,C1405APM
-58.473406,-34.583776,3 TRIMESTRE 2019,Entre Hombres,Pol-ka Producciones S.A.,Programa Televisivo,2019-09-06,LLERENA,2437,Parque Chas,Comuna 15,1427,C1427DEA
-58.465519,-34.582843,3 TRIMESTRE 2019,Corazón Loco,Patagonik Film Group S.A.,Largometraje Nacional,2019-09-06,FRAGA,1550,Villa Ortuzar,Comuna 15,1427,C1427BUF
-58.429716,-34.587057,3 TRIMESTRE 2019,NEW YEAR BLUES,M&S Producción S.R.L.,Largometraje,2019-09-06,THAMES,1750,Palermo,Comuna 14,1414,C1414DDJ
-58.435992,-34.585320,3 TRIMESTRE 2019,El mal soltero,Pensa y Rocca Producciones S.R.L.,Largometraje con I.N.C.A.A.,2019-09-06,HUMBOLDT,1636,Palermo,Comuna 14,1414,C1414CTP
-58.383259,-34.596797,3 TRIMESTRE 2019,FREACK,Puenzo Hnos. S.A.,Video Clip,2019-09-06,"ALVEAR, MARCELO T. DE",1125,Retiro,Comuna 1,1058,C1058AAQ
-58.382194,-34.604907,3 TRIMESTRE 2019,FREACK,Puenzo Hnos. S.A.,Video Clip,2019-09-06,CERRITO,302,San Nicolas,Comuna 1,1010,C1010AAH
-58.445206,-34.577325,3 TRIMESTRE 2019,AL TERCER DIA,Furia Films S.R.L.,Largometraje con I.N.C.A.A.,2019-09-06,ZAPIOLA,351,Colegiales,Comuna 13,1426,C1426ATG
-58.412833,-34.570100,3 TRIMESTRE 2019,NATGEO,Tip Top Films S.R.L.,Cine Publicitario,2019-09-06,"ROLDAN, BELISARIO AV.",4200,Palermo,Comuna 14,,
-58.442823,-34.587151,3 TRIMESTRE 2019,MOVISTAR PLAY,LADOBLEA S.A.,Cine Publicitario,2019-09-06,CASTILLO,1545,Chacarita,Comuna 15,1414,C1414AXG
-58.465095,-34.678705,3 TRIMESTRE 2019,LA CORAZONADA,Esta por Venir S.R.L.,Largometraje Nacional,2019-09-06,18 DE OCTUBRE DE 1908,4501,Villa Lugano,Comuna 8,,
-58.380887,-34.591566,3 TRIMESTRE 2019,manual de supervivencia,Magma Cine S.R.L.,Programa Televisivo,2019-09-06,ARROYO,950,Retiro,Comuna 1,1007,C1007AAD
-58.376113,-34.593782,3 TRIMESTRE 2019,manual de supervivencia,Magma Cine S.R.L.,Programa Televisivo,2019-09-06,CRUCERO GRAL. BELGRANO,1250,Retiro,Comuna 1,,
-58.420226,-34.569974,3 TRIMESTRE 2019,NATGEO,Tip Top Films S.R.L.,Cine Publicitario,2019-09-06,"ISABEL, INFANTA AV.",1000,Palermo,Comuna 14,1425,C1425CHA
-58.382572,-34.603102,3 TRIMESTRE 2019,NATGEO,Tip Top Films S.R.L.,Cine Publicitario,2019-09-06,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",1135,San Nicolas,Comuna 1,1035,C1035AAG
-58.436408,-34.594926,3 TRIMESTRE 2019,MOVISTAR PLAY,LADOBLEA S.A.,Cine Publicitario,2019-09-06,LOYOLA,625,Villa Crespo,Comuna 15,1414,C1414AUM
-58.372408,-34.597853,3 TRIMESTRE 2019,MOVISTAR PLAY,LADOBLEA S.A.,Cine Publicitario,2019-09-06,TRES SARGENTOS,350,Retiro,Comuna 1,1054,C1054ABB
-58.428221,-34.588017,3 TRIMESTRE 2019,PASAJES,Fundación del Cine,Estudiantes,2019-09-06,RUSSEL,4950,Palermo,Comuna 14,1414,C1414BRB
-58.369444,-34.600476,3 TRIMESTRE 2019,TORO PODEROSO,Pantera & Co SAS,Cine Publicitario,2019-09-07,TUCUMAN,101,San Nicolas,Comuna 1,1049,C1049AAC
-58.376585,-34.647656,3 TRIMESTRE 2019,TORO PODEROSO,Pantera & Co SAS,Cine Publicitario,2019-09-07,CALIFORNIA,2082,Barracas,Comuna 4,1289,C1289AAP
